,title,description,title_label,description_label
89, 피프티피프티  돈이나 많이 벌고 그러지  박명수 일침,이날 방송에서  빅데이터  전문가 전민기는  빌보드 차트에서 돌풍을 일으키며 중소돌의 기적이라고 불린 피프티 피프티 멤버들과 소속사 분쟁 또 저작권 분쟁까지 뜨거운 이슈다 라며  너무 잘되고 있었다  세계적인  ,0,1
90,농협중앙회 임직원  집중호우 피해농가 일손돕기 실시,농업농촌지원본부 신영수 상무는  농협 임직원들은 피해 농업인과 아픔을 함께한다는 마음으로 재해복구에 모든 역량을 기울이며 조속한 피해복구 지원에 최선을 다하겠다 고 말했다  한시은  빅데이터 뉴스 기자,0,1
91,강원 최대 도시 원주  인구 경제규모   집값은  저평가 ,부동산 빅데이터 업체 아실 자료를 보면 최근  달 월  일 월  일까지  동안 강원지역에서 거래된 국평 전용면적   기준  실거래가 분양권 제외  상위  개 단지 중 춘천에서  개 단지 위  속초에서  개 단지  ,1,1
92,다수가 말한다고 진짜는 아닙니다,최근에는 인터넷   빅데이터  인공지능  소셜네트워크서비스  등 첨단기술을 활용해 효과가 획기적으로 증대됐다  우선  휴민트 인간정보 를 활용한 방법으로는 최근 호주 정보기관이 중국 통일전선부의  ,0,0
93,충남대병원 조강희 교수 연구팀 논문,연구팀은 질병관리청 국민건강영양조사  빅데이터 를 기반으로  세 이상 성인 중 골다공증과 근감소증을  이번 연구는 골근감소증 환자의 신체 활동을 국가 단위  빅데이터 를 활용해 분석한 최초의 보고이며 향후  ,0,0
94, 유럽이 가난해졌다 소고기 대신 닭고기 먹는 속내는,국제통화기금   데이터 에 따르면 유로존이 달러 기준으로 최근  년 간 약   성장한 반면  미국은   성장했다  한 업계 전문가는  유럽국제정치센터가 이  데이터 를 기반으로 분석한 결과를 보면 미국 아이다호와  ,0,1
95,박명수  피프티 피프티 사태 소신 발언  돈이나 좀 벌고 그러지  아쉽다 ,이날  빅데이터  전문가 전민기는  빌보드 차트에 돌풍을 일으키며 중소돌의 기적이라고 불린 피프티 피프티 멤버들과 소속사 분쟁 또 저작권 분쟁까지 뜨거운 이슈 라며  잘되고 있는 아이돌을 두고 어른들의  ,0,1
96,우티  카카오모빌리티 잡는다더니 격차만 커져, 일  빅데이터  분석 플랫폼업체 모바일인덱스에 따르면 지난달 기준 택시호출앱  카카오 와  우티 의 월이용자수 는 각각  만 명 안드로이드 와   합산 기준 과  만 명을 기록하며  이용자수  ,0,0
97,신간 다이제스트, 빅데이터 에 숨은 인간의 욕망 이 책의 저자는  빅데이터 를 제대로 활용하려면 인문학적 이해를 바탕으로 한 새로운 종류의 데이터인    가 필요하다고 말한다   두꺼운 데이터 라는 뜻을 지닌    는 사람들의  ,0,1
98,혁신의료기기  호   뇌경색 발병 시각 추정 호   입체시 개선 제품 지정,생체신호분석소프트웨어       입원환자의  전자의무기록  종  데이터를  뇌영상검출 진단보조 소프트웨어      빅데이터  및 인공지능  기술을 이용하여 뇌혈관  ,1,0
99,도전  잔반 제로  이번 주말  발명왕 박람회 어때 ,이 플랫폼은 잔반의 무게를 측정해 잔반을 줄인 만큼 이용객에게 포인트와 모바일 기프티콘을 제공하며  급식소나 식당 운영자에게는 메뉴와 잔반에 대한  빅데이터 를 제공해 음식물 쓰레기를 줄일 수 있도록 돕는다  ,0,0
